  2449     cell side=  247.    lamda=  30.0    %-model= 3.0    dens=  0.0
   X(m)   Y(m)   Z(m asl)   sx(m)  sy(m)   sz(m)  den(kg/m3)   sen    ord
 363445 6007797     962      189     96    189      7.3        9.7    4.8
 363445 6007890     962      189     91    189      7.3        9.4    4.0
 363445 6007981     962      189     91    189      3.7        9.2    6.1
 363445 6008070     962      189     87    189      3.7        9.0    5.0
 363634 6006881     962      189    144    189      7.3       15.6    3.7
 363634 6007025     962      189    144    189      7.3       15.2    5.8
 363634 6007167     962      189    139    189     11.0       14.4    4.3
 363634 6007301     962      189    130    189     11.0       13.5    4.4
 363634 6007427     962      189    122    189     11.0       12.7    3.9
 363634 6007546     962      189    115    189      7.3       12.0    8.7
 363634 6007659     962      189    110    189      7.3       11.4    6.9
 363634 6007766     962      189    105    189      7.3       10.9    5.3
 363634 6007871     962      189    105    189      3.7       10.5    6.7
 363634 6007973     962      189     99    189      3.7       10.2    5.4
 363823 6006891     962      189    155    189      7.3       17.0    4.1
 363823 6007045     962      189    155    189     11.0       16.8    4.1
 363823 6007200     962      189    155    189     11.0       16.0    6.7
 363823 6007350     962      189    145    189     11.0       15.1    9.1
 363823 6007491     962      189    136    189     11.0       14.1    6.6
 363823 6007623     962      189    128    189      7.3       13.3    8.9
 363823 6007748     962      189    122    189      7.3       12.7    5.6
 363823 6007867     962      189    116    189      3.7       12.1    6.7
 363823 6007984     962      189    116    189      3.7       11.7    4.0
 364011 6006844     962      189    175    189      7.3       18.7    3.9
 364011 6007019     962      189    175    189     11.0       18.9    4.1
 364011 6007195     962      189    175    189     11.0       18.3   11.4
 364011 6007366     962      189    167    189     11.0       17.3   12.7
 364011 6007527     962      189    157    189     11.0       16.3    7.2
 364011 6007679     962      189    147    189      7.3       15.3    8.6
 364011 6007823     962      189    140    189      7.3       14.5    4.6
 364011 6007959     962      189    133    189      3.7       13.9    4.7
 364200 6006850     962      189    197    189      7.3       21.0    4.1
 364200 6007046     962      189    197    189     11.0       21.5    5.0
 364200 6007243     962      189    197    189     11.0       20.9   44.8
 364200 6007439     962      189    197    189     11.0       19.8   29.3
 364200 6007627     962      189    179    189     11.0       18.5    6.0
 364200 6007801     962      189    168    189      7.3       17.4    5.5
 364200 6007965     962      189    160    189      3.7       16.6    5.3
 364389 6006877     962      189    224    189      7.3       24.0    4.5
 364389 6007100     962      189    224    189     11.0       24.6    6.2
 364389 6007324     962      189    224    189     14.7       23.9   33.3
 364389 6007548     962      189    224    189     11.0       22.6   13.6
 364389 6007762     962      189    205    189     11.0       21.2    3.8
 364389 6007962     962      189    193    189      7.3       20.1    4.0
 364389 6008151     962      189    186    189      3.7       19.3    3.8
 364389 6013900     962      189    286    189     -3.7       31.0    3.9
 364389 6014210     962      189    333    189     -3.7       36.7    4.4
 364389 6014592     962      189    432    189     -3.7       46.3    5.1
 364578 6006760     962      189    244    189      7.3       26.4    3.8
 364578 6007014     962      189    263    189     11.0       28.1    4.7
 364578 6007276     962      189    263    189     14.7       28.1   40.1
 364578 6007539     962      189    263    189     14.7       26.9    5.2
 364578 6007793     962      189    244    189     11.0       25.3    5.8
 364578 6008030     962      189    231    189      7.3       24.0    4.7
 364578 6008261     962      189    231    189      3.7       23.3    4.4
 364578 6013197     962      189    252    189     -3.7       26.3    3.7
 364578 6013449     962      189    252    189     -3.7       27.3    4.5
 364578 6013713     962      189    274    189     -3.7       29.5    5.3
 364578 6014003     962      189    306    189     -3.7       33.1    6.0
 364578 6014333     962      189    355    189     -3.7       39.1    6.8
 364578 6014740     962      189    458    189     -3.7       49.1    7.0
 364767 6006844     962      189    287    189      7.3       31.1    4.3
 364767 6007141     962      189    306    189     11.0       32.7    7.4
 364767 6007447     962      189    306    189     14.7       32.1   21.9
 364767 6007747     962      189    292    189     11.0       30.5   11.5
 364767 6008032     962      189    278    189     11.0       28.9    3.7
 364767 6008309     962      189    278    189      7.3       28.0    4.2
 364767 6008587     962      189    278    189      3.7       27.9    4.5
 364767 6008865     962      189    278    189      3.7       28.3    4.1
 364767 6013239     962      189    254    189     -3.7       26.4    4.9
 364767 6013493     962      189    254    189     -3.7       27.2    5.9
 364767 6013756     962      189    272    189     -3.7       29.2    6.7
 364767 6014042     962      189    300    189     -3.7       32.4    7.1
 364767 6014364     962      189    344    189     -3.7       37.6    6.4
 364955 6006717     962      189    312    189      3.7       34.1    4.2
 364955 6007046     962      189    346    189     11.0       37.3    5.2
 364955 6007392     962      189    346    189     14.7       37.6    7.7
 364955 6007738     962      189    346    189     14.7       36.0    7.3
 364955 6008075     962      189    328    189     11.0       34.1    5.9
 364955 6008397     962      189    315    189      7.3       32.8    5.3
 364955 6008712     962      189    315    189      7.3       31.9    4.1
 364955 6009016     962      189    295    189      3.7       30.6    4.0
 364955 6013211     962      189    239    189     -3.7       24.5    3.9
 364955 6013451     962      189    239    189     -3.7       25.0    4.6
 364955 6013690     962      189    239    189     -3.7       26.3    4.8
 365144 6006971     962      189    388    189     11.0       42.1    4.2
 365144 6007370     962      189    409    189     14.7       43.5    8.3
 365144 6007779     962      189    409    189     14.7       41.7   11.2
 365144 6008173     962      189    378    189     11.0       39.1    6.6
 365144 6008538     962      189    352    189     11.0       36.5    3.7
 365144 6008874     962      189    320    189      3.7       33.2    4.2
 365333 6006782     962      189    419    189      7.3       46.0    3.8
 365333 6007223     962      189    462    189     14.7       49.6    4.7
 365333 6007685     962      189    462    189     14.7       48.5    7.5
 365333 6008131     962      189    431    189     14.7       44.8    4.3
 365333 6008539     962      189    384    189      7.3       39.7    4.6
 365522 6006728     962      189    472    189      3.7       51.8    4.1
 365522 6007226     962      189    523    189     14.7       56.3    3.8
 365522 6007749     962      189    523    189     14.7       54.3    8.8
 365522 6008242     962      189    462    189     11.0       47.8    4.9
 365522 6008663     962      189    379    189      3.7       39.1    3.9
 365711 6008002     962      189    531    189     14.7       56.3    4.0
 365711 6008485     962      189    435    189      3.7       45.0    4.2
 365899 6008108     962      189    547    189     11.0       57.8    4.1
 367787 6013744     962      189    162    189     -3.7       16.5    6.1
 367787 6013906     962      189    162    189     -3.7       16.7    6.7
 367787 6014068     962      189    162    189     -3.7       17.0    5.5
 367976 6013359     962      189    183    189     -3.7       18.5    5.0
 367976 6013537     962      189    174    189     -3.7       18.1    6.7
 367976 6013711     962      189    174    189     -3.7       17.8    7.1
 367976 6013882     962      189    167    189     -3.7       17.4    6.8
 367976 6014049     962      189    167    189     -3.7       17.1    4.9
 368165 6013109     962      189    211    189     -3.7       21.9    4.3
 368165 6013315     962      189    200    189     -3.7       20.8    5.7
 368165 6013510     962      189    190    189     -7.3       19.7    4.4
 368165 6013694     962      189    179    189     -3.7       18.7    6.3
 368165 6013869     962      189    169    189     -3.7       17.6    4.6
 368354 6013163     962      189    233    189     -3.7       24.1    4.6
 368354 6013387     962      189    213    189     -3.7       22.1    5.5
 368354 6013590     962      189    194    189     -3.7       20.1    5.0
 368354 6013775     962      189    176    189     -3.7       18.2    3.7
 368542 6013017     962      189    275    189     -3.7       28.4    3.7
 368542 6013275     962      189    242    189     -3.7       25.0    4.4
 368542 6013503     962      189    212    189     -3.7       21.8    3.9
 361163 6005467     768      199    125    199      3.7       14.4    4.8
 361163 6005592     768      199    125    199      3.7       14.4    5.5
 361163 6005716     768      199    125    199      3.7       14.7    5.7
 361163 6005841     768      199    125    199      3.7       15.1    5.8
 361163 6005970     768      199    133    199      3.7       15.8    4.9
 361362 6005200     768      199    144    199      3.7       16.6    5.0
 361362 6005344     768      199    144    199      3.7       16.1    6.0
 361362 6005485     768      199    137    199      7.3       15.8    4.2
 361362 6005622     768      199    137    199      7.3       15.8    4.9
 361362 6005759     768      199    137    199      7.3       16.1    4.7
 361362 6005896     768      199    137    199      3.7       16.5    7.8
 361362 6006037     768      199    145    199      3.7       17.2    5.9
 361561 6005053     768      199    171    199      3.7       19.6    6.0
 361561 6005219     768      199    161    199      7.3       18.6    5.1
 361561 6005377     768      199    155    199      7.3       17.9    6.4
 361561 6005532     768      199    155    199      7.3       17.6    7.3
 361561 6005687     768      199    155    199      7.3       17.6    8.0
 361561 6005842     768      199    155    199      7.3       17.9    7.6
 361561 6005996     768      199    155    199      3.7       18.3    9.5
 361760 6004968     768      199    198    199      3.7       22.7    7.1
 361760 6005159     768      199    184    199      7.3       21.2    6.6
 361760 6005339     768      199    175    199      7.3       20.2    9.2
 361760 6005514     768      199    175    199     11.0       19.7    6.2
 361760 6005689     768      199    175    199      7.3       19.5   10.7
 361760 6005864     768      199    175    199      7.3       19.6   10.2
 361760 6006039     768      199    175    199      3.7       19.7   10.6
 361959 6005036     768      199    210    199      3.7       24.1    7.8
 361959 6005239     768      199    197    199      7.3       22.6    7.4
 361959 6005431     768      199    188    199      7.3       21.7    9.9
 361959 6005619     768      199    188    199      7.3       21.1   11.4
 361959 6005803     768      199    180    199      7.3       20.8   11.5
 361959 6005983     768      199    180    199      3.7       20.6   13.1
 362158 6005205     768      199    207    199      3.7       23.8    4.8
 362158 6005406     768      199    196    199      3.7       22.6    6.0
 362158 6005598     768      199    188    199      3.7       21.8    6.5
 362158 6005786     768      199    188    199      3.7       21.3    4.5
 362954 6007765     768      199     93    199      3.7       10.8    4.0
 362954 6007858     768      199     93    199      3.7       10.6    4.6
 362954 6007952     768      199     93    199      3.7       10.4    5.1
 362954 6008043     768      199     89    199      3.7       10.3    5.6
 362954 6008132     768      199     89    199      3.7       10.3    5.0
 362954 6008222     768      199     89    199      3.7       10.2    4.4
 362954 6008311     768      199     89    199      3.7       10.3    3.7
 363153 6006968     768      199    134    199      3.7       15.1    4.3
 363153 6007097     768      199    125    199      3.7       14.3    6.8
 363153 6007218     768      199    118    199      3.7       13.6    9.3
 363153 6007333     768      199    111    199      3.7       12.9   10.2
 363153 6007442     768      199    106    199      3.7       12.3    9.9
 363153 6007545     768      199    102    199      3.7       11.8   10.0
 363153 6007647     768      199    102    199      3.7       11.3    9.4
 363153 6007746     768      199     96    199      3.7       11.0    9.8
 363153 6007841     768      199     96    199      3.7       10.8    9.4
 363153 6007935     768      199     92    199      3.7       10.6    9.1
 363153 6008027     768      199     92    199      3.7       10.5    8.2
 363153 6008118     768      199     92    199      3.7       10.4    6.7
 363153 6008210     768      199     92    199      3.7       10.4    5.4
 363153 6008301     768      199     92    199      3.7       10.4    4.2
 363352 6006805     768      199    136    199      3.7       16.0    4.0
 363352 6006941     768      199    136    199      3.7       15.7    6.3
 363352 6007074     768      199    130    199      7.3       15.1    5.1
 363352 6007201     768      199    124    199      7.3       14.3   11.1
 363352 6007321     768      199    118    199      7.3       13.6   10.7
 363352 6007436     768      199    112    199      7.3       12.9   10.1
 363352 6007545     768      199    107    199      7.3       12.4    8.4
 363352 6007652     768      199    107    199      7.3       11.9    6.6
 363352 6007756     768      199    100    199      7.3       11.5    6.1
 363352 6007856     768      199    100    199      7.3       11.3    5.0
 363352 6007954     768      199     96    199      7.3       11.0    4.2
 363352 6008050     768      199     96    199      3.7       10.9    7.3
 363352 6008145     768      199     96    199      3.7       10.8    5.5
 363352 6008241     768      199     96    199      3.7       10.8    4.1
 363551 6006799     768      199    141    199      3.7       16.7    4.3
 363551 6006940     768      199    141    199      7.3       16.5    4.6
 363551 6007081     768      199    141    199      7.3       16.0   11.5
 363551 6007218     768      199    133    199     11.0       15.3    5.1
 363551 6007348     768      199    126    199     11.0       14.5    6.4
 363551 6007470     768      199    120    199      7.3       13.8   13.5
 363551 6007587     768      199    114    199      7.3       13.2   11.7
 363551 6007702     768      199    114    199      7.3       12.7    8.5
 363551 6007812     768      199    107    199      7.3       12.3    6.1
 363551 6007919     768      199    107    199      7.3       12.0    4.3
 363551 6008024     768      199    102    199      3.7       11.8    6.9
 363551 6008126     768      199    102    199      3.7       11.6    4.8
 363750 6006723     768      199    143    199      3.7       17.5    3.8
 363750 6006870     768      199    151    199      7.3       17.8    4.2
 363750 6007021     768      199    151    199     11.0       17.6    3.8
 363750 6007172     768      199    151    199     11.0       17.0    8.1
 363750 6007317     768      199    141    199     11.0       16.3   12.2
 363750 6007455     768      199    134    199     11.0       15.5    9.3
 363750 6007586     768      199    128    199     11.0       14.8    6.3
 363750 6007711     768      199    122    199      7.3       14.2   10.4
 363750 6007833     768      199    122    199      7.3       13.7    5.7
 363750 6007952     768      199    115    199      3.7       13.3    7.7
 363750 6008067     768      199    115    199      3.7       13.0    5.1
 363949 6006692     768      199    159    199      3.7       18.8    3.7
 363949 6006851     768      199    159    199      7.3       19.4    4.2
 363949 6007010     768      199    159    199     11.0       19.4    4.0
 363949 6007169     768      199    159    199     11.0       19.0   31.6
 363949 6007328     768      199    159    199     11.0       18.3   39.9
 363949 6007482     768      199    151    199     11.0       17.4   13.4
 363949 6007629     768      199    144    199     11.0       16.6    7.4
 363949 6007770     768      199    137    199      7.3       15.9    8.6
 363949 6007907     768      199    137    199      7.3       15.3    4.5
 363949 6008041     768      199    129    199      3.7       14.9    5.5
 364148 6006809     768      199    180    199      7.3       21.3    3.9
 364148 6006988     768      199    180    199     11.0       21.7    4.2
 364148 6007168     768      199    180    199     11.0       21.5   14.4
 364148 6007348     768      199    180    199     14.7       20.7   19.7
 364148 6007524     768      199    171    199     11.0       19.8   21.8
 364148 6007691     768      199    163    199     11.0       18.9    6.0
 364148 6007851     768      199    156    199      7.3       18.1    6.4
 364148 6008007     768      199    156    199      3.7       17.5    6.3
 364148 6008160     768      199    148    199      3.7       17.1    4.1
 364347 6006747     768      199    197    199      7.3       23.4    3.7
 364347 6006948     768      199    206    199     11.0       24.3    4.1
 364347 6007154     768      199    206    199     11.0       24.4    8.3
 364347 6007361     768      199    206    199     14.7       23.8   28.4
 364347 6007562     768      199    197    199     11.0       22.8   20.1
 364347 6007755     768      199    188    199     11.0       21.8    6.1
 364347 6007939     768      199    181    199      7.3       20.9    5.7
 364347 6008120     768      199    181    199      3.7       20.3    5.8
 364347 6008297     768      199    174    199      3.7       20.1    3.9
 364347 6014232     768      199    311    199     -3.7       37.8    3.8
 364347 6014581     768      199    387    199     -3.7       45.8    3.8
 364545 6006694     768      199    217    199      3.7       25.9    4.1
 364545 6006918     768      199    231    199     11.0       27.4    3.8
 364545 6007149     768      199    231    199     14.7       27.9    3.7
 364545 6007381     768      199    231    199     14.7       27.4    5.0
 364545 6007612     768      199    231    199     11.0       26.4   16.4
 364545 6007837     768      199    219    199     11.0       25.2    6.0
 364545 6008056     768      199    219    199      7.3       24.4    5.4
 364545 6008269     768      199    207    199      3.7       23.9    5.6
 364545 6008476     768      199    207    199      3.7       23.9    4.1
 364545 6013544     768      199    241    199     -3.7       29.2    4.1
 364545 6013796     768      199    263    199     -3.7       31.4    4.6
 364545 6014073     768      199    292    199     -3.7       35.0    5.5
 364545 6014385     768      199    333    199     -3.7       40.5    5.9
 364545 6014760     768      199    415    199     -3.7       49.2    5.7
 364744 6006795     768      199    254    199      7.3       30.3    4.0
 364744 6007056     768      199    268    199     11.0       31.7    5.2
 364744 6007325     768      199    268    199     14.7       31.8    4.9
 364744 6007593     768      199    268    199     14.7       30.9    6.2
 364744 6007856     768      199    257    199     11.0       29.7    9.2
 364744 6008112     768      199    257    199      7.3       28.7    6.8
 364744 6008362     768      199    244    199      7.3       28.2    4.6
 364744 6008607     768      199    244    199      3.7       28.2    4.8
 364744 6008851     768      199    244    199      3.7       28.6    4.1
 364744 6013407     768      199    239    199     -3.7       28.2    4.6
 364744 6013651     768      199    250    199     -3.7       29.5    5.6
 364744 6013910     768      199    268    199     -3.7       31.8    6.2
 364744 6014191     768      199    295    199     -3.7       35.4    6.5
 364943 6006805     768      199    289    199      7.3       34.5    4.0
 364943 6007103     768      199    307    199     11.0       36.4    5.8
 364943 6007410     768      199    307    199     14.7       36.5    5.5
 364943 6007718     768      199    307    199     14.7       35.4    7.2
 364943 6008018     768      199    294    199     11.0       34.0    7.3
 364943 6008312     768      199    294    199     11.0       32.9    3.9
 364943 6008599     768      199    279    199      7.3       32.2    4.4
 364943 6008877     768      199    279    199      3.7       31.4    4.2
 364943 6013397     768      199    228    199     -3.7       26.4    3.9
 364943 6013626     768      199    228    199     -3.7       27.3    4.3
 365142 6006918     768      199    338    199      7.3       40.4    4.8
 365142 6007265     768      199    355    199     14.7       41.9    4.5
 365142 6007620     768      199    355    199     14.7       41.3    9.3
 365142 6007968     768      199    341    199     14.7       39.5    3.8
 365142 6008301     768      199    325    199     11.0       37.6    4.8
 365142 6008618     768      199    307    199      7.3       35.5    4.3
 365142 6008914     768      199    285    199      3.7       32.9    3.8
 365341 6006991     768      199    390    199     11.0       46.6    3.9
 365341 6007381     768      199    390    199     14.7       47.7    5.9
 365341 6007771     768      199    390    199     14.7       46.2    5.2
 365341 6008153     768      199    374    199     11.0       43.3    6.2
 365341 6008511     768      199    343    199      7.3       39.4    4.4
 365540 6006895     768      199    434    199      7.3       52.0    4.3
 365540 6007340     768      199    457    199     14.7       53.9    5.1
 365540 6007797     768      199    457    199     14.7       51.6    6.0
 365540 6008228     768      199    406    199     11.0       46.5    4.4
 365540 6008606     768      199    349    199      3.7       40.0    3.9
 365739 6007130     768      199    506    199     11.0       60.2    4.8
 365739 6007636     768      199    506    199     14.7       58.6    5.4
 365739 6008116     768      199    452    199     11.0       52.0    4.0
 365938 6007163     768      199    566    199     11.0       67.1    4.6
 365938 6007718     768      199    543    199     11.0       62.9    6.6
 365938 6008219     768      199    460    199      7.3       52.8    3.9
 366137 6007731     768      199    591    199     11.0       67.4    5.1
 367729 6013868     768      199    157    199     -3.7       18.2    5.9
 367729 6014025     768      199    157    199     -3.7       18.6    5.6
 367928 6013349     768      199    173    199     -3.7       19.9    4.7
 367928 6013522     768      199    173    199     -3.7       19.6    6.1
 367928 6013695     768      199    173    199     -3.7       19.4    6.8
 367928 6013865     768      199    166    199     -3.7       19.2    7.0
 367928 6014031     768      199    166    199     -3.7       19.1    6.2
 367928 6014197     768      199    166    199     -3.7       19.1    4.4
 368126 6013125     768      199    200    199     -3.7       23.1    4.1
 368126 6013320     768      199    191    199     -3.7       22.1    5.4
 368126 6013508     768      199    184    199     -7.3       21.2    3.8
 368126 6013691     768      199    184    199     -3.7       20.4    6.1
 368126 6013869     768      199    171    199     -3.7       19.7    5.5
 368126 6014036     768      199    165    199     -3.7       19.0    4.2
 368325 6013092     768      199    224    199     -3.7       25.8    4.0
 368325 6013309     768      199    209    199     -3.7       24.1    4.9
 368325 6013512     768      199    196    199     -3.7       22.5    5.2
 368325 6013701     768      199    183    199     -3.7       21.0    4.6
 368325 6013878     768      199    171    199     -3.7       19.7    3.7
 368524 6013251     768      199    232    199     -3.7       26.6    4.1
 368524 6013472     768      199    210    199     -3.7       24.1    4.0
 361122 6005718     564      209    142    209      3.7       17.7    4.6
 361122 6005860     564      209    142    209      3.7       18.2    4.7
 361330 6005265     564      209    155    209      3.7       19.1    4.5
 361330 6005416     564      209    147    209      3.7       18.7    6.2
 361330 6005563     564      209    147    209      3.7       18.6    7.4
 361330 6005711     564      209    147    209      3.7       18.7    8.0
 361330 6005858     564      209    147    209      3.7       19.1    8.4
 361330 6006005     564      209    147    209      3.7       19.6    6.7
 361539 6005050     564      209    173    209      3.7       22.0    4.8
 361539 6005219     564      209    165    209      3.7       21.0    7.6
 361539 6005384     564      209    165    209      7.3       20.4    5.5
 361539 6005546     564      209    158    209      7.3       20.1    7.7
 361539 6005705     564      209    158    209      7.3       20.1    8.4
 361539 6005863     564      209    158    209      7.3       20.3    7.8
 361539 6006021     564      209    158    209      3.7       20.6    9.7
 361748 6004949     564      209    196    209      3.7       24.8    4.8
 361748 6005140     564      209    184    209      7.3       23.4    3.9
 361748 6005320     564      209    176    209      7.3       22.5    8.3
 361748 6005496     564      209    176    209      7.3       21.9    9.9
 361748 6005670     564      209    170    209      7.3       21.6   11.2
 361748 6005839     564      209    170    209      7.3       21.5   11.4
 361748 6006009     564      209    170    209      3.7       21.5   13.1
 361957 6005000     564      209    206    209      3.7       26.1    4.6
 361957 6005199     564      209    194    209      3.7       24.6    9.2
 361957 6005389     564      209    186    209      7.3       23.6    8.1
 361957 6005575     564      209    186    209      7.3       23.0   10.5
 361957 6005756     564      209    177    209      7.3       22.6   12.8
 361957 6005934     564      209    177    209      3.7       22.3   15.8
 362165 6005346     564      209    192    209      3.7       24.4    4.6
 362165 6005538     564      209    192    209      3.7       23.5    5.4
 362165 6005724     564      209    181    209      3.7       22.9    5.9
 363000 6007600     564      209    108    209      3.7       13.7    4.3
 363000 6007708     564      209    108    209      3.7       13.3    3.9
 363000 6007814     564      209    103    209      3.7       13.0    4.9
 363000 6007916     564      209    103    209      3.7       12.8    4.2
 363000 6008019     564      209    103    209      3.7       12.7    3.9
 363209 6006856     564      209    138    209      3.7       17.6    4.5
 363209 6006994     564      209    138    209      3.7       17.1   17.1
 363209 6007127     564      209    129    209      3.7       16.4   21.2
 363209 6007254     564      209    123    209      7.3       15.7    4.4
 363209 6007375     564      209    118    209      7.3       15.1    4.7
 363209 6007493     564      209    118    209      7.3       14.5    4.1
 363209 6007607     564      209    111    209      7.3       14.0    4.7
 363209 6007718     564      209    111    209      3.7       13.6   11.7
 363209 6007826     564      209    105    209      3.7       13.3   11.0
 363209 6007931     564      209    105    209      3.7       13.1    8.9
 363209 6008036     564      209    105    209      3.7       13.0    6.6
 363209 6008141     564      209    105    209      3.7       12.9    5.2
 363209 6008246     564      209    105    209      3.7       12.9    4.0
 363418 6006731     564      209    136    209      3.7       18.2    4.0
 363418 6006866     564      209    136    209      7.3       18.0    3.7
 363418 6007002     564      209    136    209      7.3       17.6    5.4
 363418 6007138     564      209    136    209      7.3       17.1   21.1
 363418 6007271     564      209    129    209      7.3       16.4   22.3
 363418 6007397     564      209    124    209      7.3       15.8   16.8
 363418 6007520     564      209    124    209      7.3       15.2   13.8
 363418 6007640     564      209    116    209      7.3       14.7   11.8
 363418 6007756     564      209    116    209      7.3       14.2    8.2
 363418 6007868     564      209    110    209      7.3       13.9    5.6
 363418 6007978     564      209    110    209      7.3       13.7    3.7
 363418 6008088     564      209    110    209      3.7       13.6    6.6
 363418 6008197     564      209    110    209      3.7       13.5    4.8
 363627 6006796     564      209    144    209      7.3       18.9    3.7
 363627 6006939     564      209    144    209      7.3       18.8    5.3
 363627 6007083     564      209    144    209     11.0       18.4    3.9
 363627 6007227     564      209    144    209     11.0       17.8   14.9
 363627 6007366     564      209    135    209     11.0       17.1   12.8
 363627 6007498     564      209    129    209     11.0       16.5    9.9
 363627 6007628     564      209    129    209      7.3       15.9   14.7
 363627 6007753     564      209    122    209      7.3       15.4   10.8
 363627 6007875     564      209    122    209      7.3       15.0    6.1
 363627 6007993     564      209    116    209      7.3       14.8    4.3
 363627 6008110     564      209    116    209      3.7       14.6    6.1
 363627 6008226     564      209    116    209      3.7       14.5    4.4
 363835 6006641     564      209    147    209      3.7       19.7    3.7
 363835 6006791     564      209    155    209      7.3       20.1    3.9
 363835 6006946     564      209    155    209      7.3       20.2    5.7
 363835 6007101     564      209    155    209     11.0       19.9    5.9
 363835 6007256     564      209    155    209     11.0       19.3   24.7
 363835 6007406     564      209    147    209     11.0       18.6   23.8
 363835 6007550     564      209    141    209     11.0       18.0   12.2
 363835 6007691     564      209    141    209     11.0       17.3    3.7
 363835 6007828     564      209    133    209      7.3       16.8   10.2
 363835 6007960     564      209    133    209      7.3       16.4    4.9
 363835 6008090     564      209    127    209      3.7       16.2    6.5
 363835 6008217     564      209    127    209      3.7       16.0    4.4
 364044 6006744     564      209    161    209      7.3       21.6    3.7
 364044 6006909     564      209    169    209      7.3       22.0    5.2
 364044 6007079     564      209    169    209     11.0       22.0    5.4
 364044 6007248     564      209    169    209     11.0       21.5   34.6
 364044 6007417     564      209    169    209     11.0       20.8   30.5
 364044 6007581     564      209    158    209     11.0       20.1   11.2
 364044 6007736     564      209    152    209     11.0       19.4    4.9
 364044 6007888     564      209    152    209      7.3       18.8    7.1
 364044 6008037     564      209    145    209      7.3       18.4    4.4
 364044 6008181     564      209    145    209      3.7       18.2    5.3
 364044 6008326     564      209    145    209      3.7       18.1    3.7
 364253 6006777     564      209    184    209      7.3       23.9    4.0
 364253 6006961     564      209    184    209     11.0       24.4    3.9
 364253 6007145     564      209    184    209     11.0       24.4    7.5
 364253 6007329     564      209    184    209     11.0       23.9   23.2
 364253 6007512     564      209    184    209     11.0       23.2   28.2
 364253 6007692     564      209    176    209     11.0       22.4    9.0
 364253 6007868     564      209    176    209      7.3       21.7    9.7
 364253 6008039     564      209    167    209      7.3       21.2    5.1
 364253 6008206     564      209    167    209      3.7       20.9    5.6
 364253 6008373     564      209    167    209      3.7       20.9    4.0
 364462 6006615     564      209    195    209      3.7       25.4    3.7
 364462 6006815     564      209    205    209      7.3       26.7    4.3
 364462 6007020     564      209    205    209     11.0       27.4    4.3
 364462 6007225     564      209    205    209     11.0       27.3   10.3
 364462 6007430     564      209    205    209     11.0       26.8   22.5
 364462 6007636     564      209    205    209     11.0       26.0   12.9
 364462 6007841     564      209    205    209     11.0       25.2    6.3
 364462 6008040     564      209    194    209      7.3       24.6    6.5
 364462 6008234     564      209    194    209      7.3       24.3    4.2
 364462 6008428     564      209    194    209      3.7       24.3    4.7
 364462 6008622     564      209    194    209      3.7       24.7    3.8
 364462 6013968     564      209    267    209     -3.7       35.1    3.8
 364462 6014251     564      209    297    209     -3.7       39.3    4.0
 364462 6014569     564      209    340    209     -3.7       45.5    3.8
 364670 6006829     564      209    230    209      7.3       30.0    4.3
 364670 6007059     564      209    230    209     11.0       30.9    4.7
 364670 6007289     564      209    230    209     11.0       31.0    9.8
 364670 6007520     564      209    230    209     14.7       30.4    4.5
 364670 6007750     564      209    230    209     11.0       29.6   10.3
 364670 6007980     564      209    230    209     11.0       28.8    5.2
 364670 6008210     564      209    230    209      7.3       28.2    5.4
 364670 6008436     564      209    221    209      7.3       28.1    4.1
 364670 6008657     564      209    221    209      3.7       28.3    4.5
 364670 6008877     564      209    221    209      3.7       28.8    3.7
 364670 6013725     564      209    246    209     -3.7       32.0    4.4
 364670 6013980     564      209    264    209     -3.7       34.5    5.0
 364670 6014257     564      209    290    209     -3.7       38.2    5.4
 364879 6006830     564      209    259    209      7.3       33.9    4.1
 364879 6007089     564      209    259    209     11.0       35.1    4.8
 364879 6007354     564      209    271    209     14.7       35.2    4.1
 364879 6007626     564      209    271    209     14.7       34.6    6.1
 364879 6007897     564      209    271    209     11.0       33.6    7.5
 364879 6008162     564      209    258    209     11.0       32.7    4.5
 364879 6008419     564      209    258    209      7.3       32.2    4.8
 364879 6008677     564      209    258    209      3.7       31.9    4.6
 364879 6008929     564      209    248    209      3.7       31.6    3.7
 365088 6006811     564      209    291    209      7.3       38.2    3.9
 365088 6007110     564      209    306    209     11.0       39.8    4.7
 365088 6007416     564      209    306    209     14.7       40.0    4.4
 365088 6007722     564      209    306    209     14.7       39.2    4.9
 365088 6008029     564      209    306    209     11.0       37.9    7.2
 365088 6008326     564      209    288    209     11.0       36.6    3.8
 365088 6008609     564      209    277    209      7.3       35.3    4.0
 365297 6006677     564      209    320    209      3.7       42.0    3.7
 365297 6007007     564      209    342    209     11.0       44.6    3.7
 365297 6007349     564      209    342    209     14.7       45.4    3.7
 365297 6007690     564      209    342    209     14.7       44.5    5.0
 365297 6008032     564      209    342    209     11.0       42.7    6.2
 365297 6008361     564      209    317    209      7.3       40.2    4.9
 365297 6008667     564      209    295    209      3.7       37.4    4.1
 365505 6006911     564      209    380    209      7.3       49.7    4.1
 365505 6007291     564      209    380    209     11.0       51.1    5.9
 365505 6007671     564      209    380    209     11.0       50.0    8.0
 365505 6008051     564      209    380    209     11.0       47.0    5.1
 365505 6008410     564      209    340    209      7.3       42.8    4.0
 365714 6007041     564      209    435    209      7.3       56.7    5.0
 365714 6007475     564      209    435    209     11.0       56.5    6.7
